Date,Settle,noise,trend
1990-03-01,6678.0,-48.985547555940684,6726.985547555941
1990-03-02,6661.0,-47.55780696049624,6708.557806960496
1990-03-05,6719.0,29.024082471908514,6689.9759175280915
1990-03-06,6680.0,8.721248637777535,6671.2787513622225
1990-03-07,6635.0,-17.52332061793186,6652.523320617932
1990-03-08,6625.0,-8.772088230660302,6633.77208823066
1990-03-09,6614.0,-1.0765650604616894,6615.076565060462
1990-03-12,6561.0,-35.48277941224387,6596.482779412244
1990-03-13,6573.0,-5.036086737743972,6578.036086737744
1990-03-14,6574.0,14.240334248439467,6559.7596657515605
1990-03-15,6573.0,31.3264523859134,6541.673547614087
1990-03-16,6550.0,26.193336305381308,6523.806663694619
1990-03-19,6518.0,11.792475604806896,6506.207524395193
1990-03-20,6494.0,5.0589890469618695,6488.941010953038
1990-03-21,6494.0,21.9206250973657,6472.079374902634
1990-03-22,6456.0,0.3019703533809661,6455.698029646619
1990-03-23,6503.0,63.113911021683634,6439.886088978316
1990-03-26,6406.0,-18.732855422522334,6424.732855422522
1990-03-27,6372.0,-38.36707769841814,6410.367077698418
1990-03-28,6306.0,-90.90579649054962,6396.90579649055
1990-03-29,6407.0,22.557926940102334,6384.442073059898
1990-03-30,6342.0,-31.0121525446375,6373.0121525446375
1990-04-02,6313.0,-49.66637878728034,6362.66637878728
1990-04-03,6289.0,-64.4357130349963,6353.435713034996
1990-04-04,6308.0,-37.320075048218314,6345.320075048218
1990-04-05,6368.0,29.720887733268682,6338.279112266731
1990-04-06,6355.0,22.75085291657888,6332.249147083421
1990-04-09,6332.0,4.814922554000077,6327.185077446
1990-04-10,6351.0,27.943979414745627,6323.056020585254
1990-04-11,6343.0,23.165896941435676,6319.834103058564
1990-04-12,6340.0,22.491083589556183,6317.508916410444
1990-04-16,6287.0,-29.08453087099224,6316.084530870992
1990-04-17,6273.0,-42.57907359755336,6315.579073597553
1990-04-18,6326.0,10.007506084319175,6315.992493915681
1990-04-19,6392.0,74.70187077006904,6317.298129229931
1990-04-20,6367.0,47.524428363837615,6319.475571636162
1990-04-23,6358.0,35.44889810053428,6322.551101899466
1990-04-24,6304.0,-22.58070355266136,6326.580703552661
1990-04-25,6314.0,-17.64251568988402,6331.642515689884
1990-04-26,6293.0,-44.80056446554954,6337.8005644655495
1990-04-27,6288.0,-57.10784946176864,6345.107849461769
1990-04-30,6307.0,-46.58936990786151,6353.5893699078615
1990-05-01,6307.0,-56.23443262723322,6363.234432627233
1990-05-02,6331.0,-43.00322608709757,6374.003226087098
1990-05-03,6337.0,-48.82079223427627,6385.820792234276
1990-05-04,6333.0,-65.58529599928352,6398.5852959992835
1990-05-07,6333.0,-79.16438931748507,6412.164389317485
1990-05-08,6353.0,-73.38473331424302,6426.384733314243
1990-05-09,6396.0,-45.023511371597124,6441.023511371597
1990-05-10,6383.0,-72.81204141326452,6455.8120414132645
1990-05-11,6550.0,79.54649833164876,6470.453501668351
1990-05-14,6563.0,78.39443715991456,6484.605562840085
1990-05-15,6640.0,142.0243878068395,6497.9756121931605
1990-05-16,6599.0,88.67996648450571,6510.320033515494
1990-05-17,6580.0,58.51602416261085,6521.483975837389
1990-05-18,6538.0,6.631986831796894,6531.368013168203
1990-05-21,6513.0,-26.90929203239557,6539.909292032396
1990-05-22,6611.0,63.95089605380417,6547.049103946196
1990-05-23,6606.0,53.28807788168342,6552.711922118317
1990-05-24,6629.0,72.13781093249418,6556.862189067506
1990-05-25,6686.0,126.50234763881417,6559.497652361186
1990-05-29,6626.0,65.33885430138616,6560.661145698614
1990-05-30,6610.0,49.525433253675146,6560.474566746325
1990-05-31,6573.0,13.89935004520703,6559.100649954793
1990-06-01,6595.0,38.266916829723414,6556.733083170277
1990-06-04,6548.0,-5.574241332815291,6553.574241332815
1990-06-05,6559.0,9.14958379453492,6549.850416205465
1990-06-06,6557.0,11.215584349547498,6545.7844156504525
1990-06-07,6558.0,16.39523398012534,6541.604766019875
1990-06-08,6519.0,-18.547003406049043,6537.547003406049
1990-06-11,6466.0,-67.85691092253,6533.85691092253
1990-06-12,6468.0,-62.768679805745705,6530.768679805746
1990-06-13,6462.0,-66.47409072278879,6528.474090722789
1990-06-14,6484.0,-43.125693915872034,6527.125693915872
1990-06-15,6495.0,-31.834493320507136,6526.834493320507
1990-06-18,6492.0,-35.68453931350632,6527.684539313506
1990-06-19,6532.0,2.260014286639489,6529.7399857133605
1990-06-20,6512.0,-21.04268350149141,6533.042683501491
1990-06-21,6480.0,-57.63589616824993,6537.63589616825
1990-06-22,6471.0,-72.54973552679985,6543.5497355268
1990-06-25,6444.0,-106.77829095519883,6550.778290955199
1990-06-26,6477.0,-82.27030824680514,6559.270308246805
1990-06-27,6491.0,-77.90779676312377,6568.907796763124
1990-06-28,6546.0,-33.52134692301115,6579.521346923011
1990-06-29,6586.0,-4.892856772346022,6590.892856772346
1990-07-02,6636.0,33.216726484819446,6602.783273515181
1990-07-03,6638.0,23.049513679915435,6614.950486320085
1990-07-05,6646.0,18.826855190319293,6627.173144809681
1990-07-06,6607.0,-32.244304552634276,6639.244304552634
1990-07-09,6624.0,-26.96878790210667,6650.968787902107
1990-07-10,6757.0,94.86873547908726,6662.131264520913
1990-07-11,6757.0,84.5004514205666,6672.499548579433
1990-07-12,6781.0,99.09925279227718,6681.900747207723
1990-07-13,6760.0,69.78521968202676,6690.214780317973
1990-07-16,6752.0,54.61649514463079,6697.383504855369
1990-07-17,6769.0,65.60760647260213,6703.392393527398
1990-07-18,6774.0,65.73894564899092,6708.261054351009
1990-07-19,6767.0,54.9498999028001,6712.0501000972
1990-07-20,6722.0,7.1387696220044745,6714.8612303779955
1990-07-23,6752.0,35.16951150714249,6716.8304884928575
1990-07-24,6740.0,21.901620527740306,6718.09837947226
1990-07-25,6673.0,-45.82738929136849,6718.8273892913685
1990-07-26,6647.0,-72.19369243818164,6719.193692438182
1990-07-27,6714.0,-5.344821282387784,6719.344821282388
1990-07-30,6761.0,41.6168128640993,6719.383187135901
1990-07-31,6859.0,139.59213920266848,6719.4078607973315
1990-08-01,6806.0,86.45607642667073,6719.543923573329
1990-08-02,6697.0,-23.00370185754764,6720.003701857548
1990-08-03,6666.0,-55.05355709141077,6721.053557091411
1990-08-06,6659.0,-63.94547340268036,6722.94547340268
1990-08-07,6650.0,-75.89702644593581,6725.897026445936
1990-08-08,6675.0,-55.08582595487496,6730.085825954875
1990-08-09,6677.0,-58.64204602166501,6735.642046021665
1990-08-10,6648.0,-94.66143209725305,6742.661432097253
1990-08-13,6658.0,-93.203078353823,6751.203078353823
1990-08-14,6726.0,-35.26691556849619,6761.266915568496
1990-08-15,6782.0,9.205377405580293,6772.79462259442
1990-08-16,6794.0,8.29416353749184,6785.705836462508
1990-08-17,6785.0,-14.925947564557646,6799.925947564558
1990-08-20,6836.0,20.61446985542625,6815.385530144574
1990-08-21,6817.0,-15.005829729334437,6832.005829729334
1990-08-22,6847.0,-2.720975889278634,6849.720975889279
1990-08-23,6847.0,-21.4557195512607,6868.455719551261
1990-08-24,6821.0,-67.13311103221531,6888.133111032215
1990-08-27,6937.0,28.337209175641874,6908.662790824358
1990-08-28,6965.0,35.08755877448675,6929.912441225513
1990-08-29,6961.0,9.232544710761431,6951.767455289239
1990-08-30,6936.0,-38.1351557933267,6974.135155793327
1990-08-31,6958.0,-38.92863585601208,6996.928635856012
1990-09-04,6973.0,-47.0371541231616,7020.037154123162
1990-09-05,7063.0,19.67436115677083,7043.325638843229
1990-09-06,7107.0,40.370379956659235,7066.629620043341
1990-09-07,7147.0,57.20307577365293,7089.796924226347
1990-09-10,7171.0,58.29939061743244,7112.700609382568
1990-09-11,7129.0,-6.249485424688828,7135.249485424689
1990-09-12,7245.0,87.61120061546899,7157.388799384531
1990-09-13,7339.0,159.94010763447568,7179.059892365524
1990-09-14,7303.0,102.74113752851736,7200.258862471483
1990-09-17,7291.0,69.91822962650622,7221.081770373494
1990-09-18,7245.0,3.3111100463975163,7241.6888899536025
1990-09-19,7280.0,17.71580601263304,7262.284193987367
1990-09-20,7261.0,-22.07372469412894,7283.073724694129
1990-09-21,7321.0,16.72540332801418,7304.274596671986
1990-09-24,7279.0,-47.090128441099296,7326.090128441099
1990-09-25,7309.0,-39.734091898711995,7348.734091898712
1990-09-26,7303.0,-69.39082761178815,7372.390827611788
1990-09-27,7238.0,-159.21984233985313,7397.219842339853
1990-09-28,7218.0,-205.3372735751782,7423.337273575178
1990-10-01,7309.0,-141.75974640857294,7450.759746408573
1990-10-02,7308.0,-171.37555013486053,7479.3755501348605
1990-10-03,7355.0,-153.984374207359,7508.984374207359
1990-10-04,7467.0,-72.27879836054308,7539.278798360543
1990-10-05,7565.0,-4.85516209501111,7569.855162095011
1990-10-08,7662.0,61.735369337624434,7600.264630662376
1990-10-09,7652.0,21.944665162051933,7630.055334837948
1990-10-10,7719.0,60.18600999712635,7658.813990002874
1990-10-11,7727.0,40.85897304597529,7686.141026954025
1990-10-12,7754.0,42.32550725547753,7711.6744927445225
1990-10-15,7831.0,95.92202871435347,7735.0779712856465
1990-10-16,7885.0,128.95850006929322,7756.041499930707
1990-10-17,7964.0,189.68493269904047,7774.3150673009595
1990-10-18,8030.0,240.2707389197958,7789.729261080204
1990-10-19,7939.0,136.76677796482454,7802.2332220351755
1990-10-22,7920.0,108.07373985557024,7811.92626014443
1990-10-23,7815.0,-3.9931646227560122,7818.993164622756
1990-10-24,7903.0,79.31372922764785,7823.686270772352
1990-10-25,7814.0,-12.255418167524113,7826.255418167524
1990-10-26,7790.0,-37.00001746334783,7827.000017463348
1990-10-29,7782.0,-44.21181967854227,7826.211819678542
1990-10-30,7769.0,-55.15945082091275,7824.159450820913
1990-10-31,7692.0,-129.0839045109724,7821.083904510972
1990-11-01,7658.0,-159.19169971246538,7817.191699712465
1990-11-02,7824.0,11.391322051185853,7812.608677948814
1990-11-05,7894.0,86.63881406887594,7807.361185931124
1990-11-06,7802.0,0.517310053221081,7801.482689946779
1990-11-07,7758.0,-37.06080554195705,7795.060805541957
1990-11-08,7697.0,-91.18347158162032,7788.18347158162
1990-11-09,7700.0,-80.91546392727014,7780.91546392727
1990-11-12,7789.0,15.735431229328242,7773.264568770672
1990-11-13,7713.0,-52.18800013863893,7765.188000138639
1990-11-14,7755.0,-1.6528067025001292,7756.6528067025
1990-11-15,7707.0,-40.59341963349016,7747.59341963349
1990-11-16,7716.0,-21.943237098655118,7737.943237098655
1990-11-19,7766.0,38.389713622228555,7727.610286377771
1990-11-20,7748.0,31.511119772570055,7716.48888022743
1990-11-21,7866.0,161.5026750247689,7704.497324975231
1990-11-23,7869.0,177.42637860136438,7691.573621398636
1990-11-26,7747.0,69.24329055300404,7677.756709446996
1990-11-27,7796.0,132.80357944370735,7663.196420556293
1990-11-28,7688.0,39.91413678090248,7648.0858632190975
1990-11-29,7493.0,-139.70114816512887,7632.701148165129
1990-11-30,7538.0,-79.34333245959442,7617.343332459594
1990-12-03,7421.0,-181.22615995010165,7602.226159950102
1990-12-04,7474.0,-113.51378490146453,7587.5137849014645
1990-12-05,7462.0,-111.25709522853322,7573.257095228533
1990-12-06,7547.0,-12.436032730593979,7559.436032730594
1990-12-07,7650.0,104.03899647758499,7545.961003522415
1990-12-10,7565.0,32.26535880169831,7532.734641198302
1990-12-11,7546.0,26.27539627463375,7519.724603725366
1990-12-12,7597.0,90.08128508002756,7506.918714919972
1990-12-13,7563.0,68.67877927884274,7494.321220721157
1990-12-14,7512.0,30.007332128866437,7481.992667871134
1990-12-17,7508.0,37.963472650834774,7470.036527349165
1990-12-18,7499.0,40.42497528290369,7458.575024717096
1990-12-19,7452.0,4.2458872928164055,7447.754112707184
1990-12-20,7406.0,-31.7450096612356,7437.745009661236
1990-12-21,7391.0,-37.721587600621206,7428.721587600621
1990-12-24,7349.0,-71.83787791567647,7420.8378779156765
1990-12-26,7350.0,-64.2243360044904,7414.22433600449
1990-12-27,7334.0,-74.96651859145277,7408.966518591453
1990-12-28,7407.0,1.8901578090444673,7405.1098421909555
1990-12-31,7384.0,-18.65286924326483,7402.652869243265
1991-01-02,7429.0,27.404656462722414,7401.595343537278
1991-01-03,7513.0,111.07464918138521,7401.925350818615
1991-01-04,7410.0,6.351895256816533,7403.6481047431835
1991-01-07,7335.0,-71.83824062262829,7406.838240622628
1991-01-08,7322.0,-89.57436370312644,7411.574363703126
1991-01-09,7293.0,-124.89018033046341,7417.890180330463
1991-01-10,7433.0,7.236587126893937,7425.763412873106
1991-01-11,7454.0,18.906272663186428,7435.093727336814
1991-01-14,7377.0,-68.78531259429656,7445.785312594297
1991-01-15,7364.0,-93.75417393868429,7457.754173938684
1991-01-16,7303.0,-167.87332584273463,7470.873325842735
1991-01-17,7564.0,79.0428135795064,7484.957186420494
1991-01-18,7557.0,57.28474704264772,7499.715252957352
1991-01-21,7566.0,51.093575502805834,7514.906424497194
1991-01-22,7543.0,12.674596949195802,7530.325403050804
1991-01-23,7556.0,10.201175886339115,7545.798824113661
1991-01-24,7546.0,-15.161244804336093,7561.161244804336
1991-01-25,7522.0,-54.25359797632882,7576.253597976329
1991-01-28,7587.0,-3.9073407051346294,7590.907340705135
1991-01-29,7560.0,-44.920021567513686,7604.920021567514
1991-01-30,7608.0,-10.086747052292594,7618.086747052293
1991-01-31,7614.0,-16.174548634818166,7630.174548634818
1991-02-01,7590.0,-50.944153573531366,7640.944153573531
1991-02-04,7641.0,-9.146180033972996,7650.146180033973
1991-02-05,7712.0,54.500593914298406,7657.499406085702
1991-02-06,7800.0,137.28310656424583,7662.716893435754
1991-02-07,7777.0,111.45423333764029,7665.54576666236
1991-02-08,7813.0,147.18104771464914,7665.818952285351
1991-02-11,7821.0,157.5609642796053,7663.439035720395
1991-02-12,7782.0,123.59940946202369,7658.400590537976
1991-02-13,7696.0,45.20333408874467,7650.796665911255
1991-02-14,7703.0,62.20243935569579,7640.797560644304
1991-02-15,7652.0,23.39817437500642,7628.601825624994
1991-02-19,7591.0,-23.44688826579204,7614.446888265792
1991-02-20,7598.0,-0.5847998381541402,7598.584799838154
1991-02-21,7611.0,29.747042691633396,7581.252957308367
1991-02-22,7552.0,-10.688392142818884,7562.688392142819
1991-02-25,7482.0,-61.146727709578045,7543.146727709578
1991-02-26,7519.0,-3.8769071316201007,7522.87690713162
1991-02-27,7567.0,64.91034317289632,7502.089656827104
1991-02-28,7510.0,29.006719852766764,7480.993280147233
1991-03-01,7422.0,-37.83664940769086,7459.836649407691
1991-03-04,7371.0,-67.88676612407289,7438.886766124073
1991-03-05,7336.0,-82.38698390609352,7418.3869839060935
1991-03-06,7352.0,-46.53822713464433,7398.538227134644
1991-03-07,7367.0,-12.489928325677283,7379.489928325677
1991-03-08,7309.0,-52.36243360318349,7361.3624336031835
1991-03-11,7226.0,-118.26828288595243,7344.268282885952
1991-03-12,7338.0,9.712710428226274,7328.287289571774
1991-03-13,7375.0,61.57465061836956,7313.42534938163
1991-03-14,7371.0,71.30557151947687,7299.694428480523
1991-03-15,7267.0,-20.144977190091595,7287.144977190092
1991-03-18,7225.0,-50.872011814173675,7275.872011814174
1991-03-19,7228.0,-37.957958045859414,7265.957958045859
1991-03-20,7212.0,-45.453446570851156,7257.453446570851
1991-03-21,7285.0,34.61461564893216,7250.385384351068
1991-03-22,7253.0,8.247730055672946,7244.752269944327
1991-03-25,7162.0,-78.57423604322685,7240.574236043227
1991-03-26,7173.0,-64.87657017164929,7237.876570171649
1991-03-27,7141.0,-95.63545095595327,7236.635450955953
1991-03-28,7055.0,-181.7865091661415,7236.7865091661415
1991-04-01,7146.0,-92.20560341536657,7238.205603415367
1991-04-02,7243.0,2.3450242514527417,7240.654975748547
1991-04-03,7258.0,14.160760291531915,7243.839239708468
1991-04-04,7334.0,86.53552552193196,7247.464474478068
1991-04-05,7312.0,60.754390284534566,7251.245609715465
1991-04-08,7279.0,24.04834021777242,7254.951659782228
1991-04-09,7391.0,132.61038946614826,7258.389610533852
1991-04-10,7227.0,-34.38147803847551,7261.3814780384755
1991-04-11,7314.0,50.16784014234872,7263.832159857651
1991-04-12,7309.0,43.37493487084612,7265.625065129154
1991-04-15,7433.0,166.32504210914703,7266.674957890853
1991-04-16,7408.0,141.07628848509376,7266.923711514906
1991-04-17,7324.0,57.582847475210656,7266.417152524789
1991-04-18,7241.0,-24.28928012428605,7265.289280124286
1991-04-19,7213.0,-50.71008279684702,7263.710082796847
1991-04-22,7150.0,-111.83436822585463,7261.834368225855
1991-04-23,7247.0,-12.785250292936325,7259.785250292936
1991-04-24,7232.0,-25.61594639957275,7257.615946399573
1991-04-25,7242.0,-13.37168316581301,7255.371683165813
1991-04-26,7218.0,-35.081677245205356,7253.081677245205
1991-04-29,7288.0,37.23321201067665,7250.766787989323
1991-04-30,7322.0,73.5740512985376,7248.425948701462
1991-05-01,7215.0,-31.081363442424845,7246.081363442425
1991-05-02,7227.0,-16.801220055077465,7243.8012200550775
1991-05-03,7176.0,-65.63428053013376,7241.634280530134
1991-05-06,7219.0,-20.618806095773834,7239.618806095774
1991-05-07,7233.0,-4.75203655484529,7237.752036554845
1991-05-08,7214.0,-22.018324956390643,7236.018324956391
1991-05-09,7225.0,-9.399054326602709,7234.399054326603
1991-05-10,7190.0,-42.861846238580256,7232.86184623858
1991-05-13,7163.0,-68.36844785646826,7231.368447856468
1991-05-14,7227.0,-2.853817690519463,7229.8538176905195
1991-05-15,7286.0,57.78981602892782,7228.210183971072
1991-05-16,7268.0,41.67200870759552,7226.3279912924045
1991-05-17,7222.0,-2.1338028838090395,7224.133802883809
1991-05-20,7210.0,-11.580226980022417,7221.580226980022
1991-05-21,7274.0,55.381461811024565,7218.618538188975
1991-05-22,7250.0,34.807226523261306,7215.192773476739
1991-05-23,7249.0,37.71841677698467,7211.281583223015
1991-05-24,7222.0,15.114627675912743,7206.885372324087
1991-05-28,7258.0,55.971880313279144,7202.028119686721
1991-05-29,7237.0,40.256749140017746,7196.743250859982
1991-05-30,7251.0,59.90082618186716,7191.099173818133
1991-05-31,7227.0,41.810542996351614,7185.189457003648
1991-06-03,7181.0,1.854893124624141,7179.145106875376
1991-06-04,7197.0,23.876738518462844,7173.123261481537
1991-06-05,7174.0,6.717781821445897,7167.282218178554
1991-06-06,7180.0,18.204802715566984,7161.795197284433
1991-06-07,7120.0,-36.8396177308141,7156.839617730814
1991-06-10,7057.0,-95.60427645103573,7152.604276451036
1991-06-11,7079.0,-70.25494561736105,7149.254945617361
1991-06-12,7074.0,-72.89764472926981,7146.89764472927
1991-06-13,7082.0,-63.59448394523224,7145.594483945232
1991-06-14,7104.0,-41.362012395764395,7145.362012395764
1991-06-17,7080.0,-66.17703265892305,7146.177032658923
1991-06-18,7075.0,-72.99049605501204,7147.990496055012
1991-06-19,7112.0,-38.711993258930306,7150.71199325893
1991-06-20,7212.0,57.79450411446669,7154.205495885533
1991-06-21,7168.0,9.689219446109746,7158.31078055389
1991-06-24,7181.0,18.0962545518596,7162.90374544814
1991-06-25,7192.0,24.133655485420604,7167.866344514579
1991-06-26,7202.0,28.908158141398417,7173.091841858602
1991-06-27,7228.0,49.511414879722,7178.488585120278
1991-06-28,7247.0,63.01701046148537,7183.982989538515
1991-07-01,7200.0,10.467585013469943,7189.53241498653
1991-07-02,7178.0,-17.13360696907057,7195.133606969071
1991-07-03,7145.0,-55.789853231517554,7200.789853231518
1991-07-05,7215.0,8.506266985104958,7206.493733014895
1991-07-08,7199.0,-13.202956901957805,7212.202956901958
1991-07-09,7188.0,-29.88055189232182,7217.880551892322
1991-07-10,7199.0,-24.481293137543616,7223.481293137544
1991-07-11,7195.0,-33.941280444239965,7228.94128044424
1991-07-12,7322.0,87.81868718918031,7234.18131281082
1991-07-15,7292.0,52.89902406458532,7239.100975935415
1991-07-16,7271.0,27.345257804345238,7243.654742195655
1991-07-17,7283.0,35.16985414078954,7247.8301458592105
1991-07-18,7254.0,2.3681880201238528,7251.631811979876
1991-07-19,7318.0,62.91365322971069,7255.086346770289
1991-07-22,7249.0,-9.221836560603151,7258.221836560603
1991-07-23,7282.0,20.894311285756885,7261.105688714243
1991-07-24,7259.0,-4.799546946785085,7263.799546946785
1991-07-25,7188.0,-78.3781139183593,7266.378113918359
1991-07-26,7250.0,-18.913092572249298,7268.913092572249
1991-07-29,7239.0,-32.427199530544385,7271.427199530544
1991-07-30,7241.0,-32.931330732471906,7273.931330732472
1991-07-31,7266.0,-10.416115117552181,7276.416115117552
1991-08-01,7256.0,-22.851599543595512,7278.8515995435955
1991-08-02,7275.0,-6.201320796464643,7281.201320796465
1991-08-05,7299.0,15.585466587686824,7283.414533412313
1991-08-06,7371.0,85.56338389820212,7285.436616101798
1991-08-07,7344.0,56.7773115078071,7287.222688492193
1991-08-08,7330.0,41.21865267429257,7288.781347325707
1991-08-09,7306.0,15.843324835755993,7290.156675164244
1991-08-12,7314.0,22.581483772375577,7291.418516227624
1991-08-13,7317.0,24.353383186307838,7292.646616813692
1991-08-14,7306.0,12.06516335235392,7293.934836647646
1991-08-15,7277.0,-18.392256319181797,7295.392256319182
1991-08-16,7267.0,-30.135497145088266,7297.135497145088
1991-08-19,7222.0,-77.26968528195812,7299.269685281958
1991-08-20,7273.0,-28.881112200664575,7301.881112200665
1991-08-21,7324.0,18.99222418122008,7305.00777581878
1991-08-22,7312.0,3.3303766412473124,7308.669623358753
1991-08-23,7297.0,-15.898472183140257,7312.89847218314
1991-08-26,7300.0,-17.728221139903326,7317.728221139903
1991-08-27,7295.0,-28.18283253188656,7323.182832531887
1991-08-28,7309.0,-20.275188523724864,7329.275188523725
1991-08-29,7284.0,-52.00055700972189,7336.000557009722
1991-08-30,7305.0,-38.34153389135463,7343.341533891355
1991-09-03,7358.0,6.751785278027455,7351.2482147219725
1991-09-04,7374.0,14.35326840376365,7359.646731596236
1991-09-05,7361.0,-7.467436474605165,7368.467436474605
1991-09-06,7366.0,-11.649652110289026,7377.649652110289
1991-09-09,7425.0,37.87196589130326,7387.128034108697
1991-09-10,7416.0,19.170042957330224,7396.82995704267
1991-09-11,7407.0,0.29353453626663395,7406.706465463733
1991-09-12,7475.0,58.279414799735605,7416.720585200264
1991-09-13,7465.0,38.164474460276324,7426.835525539724
1991-09-16,7477.0,39.94907959617831,7437.050920403822
1991-09-17,7452.0,4.609743489193534,7447.3902565108065
1991-09-18,7421.0,-36.90198875367514,7457.901988753675
1991-09-19,7422.0,-46.637453115108656,7468.637453115109
1991-09-20,7434.0,-45.62492183481572,7479.624921834816
1991-09-23,7521.0,30.13648125569125,7490.863518744309
1991-09-24,7481.0,-21.323852098954376,7502.323852098954
1991-09-25,7487.0,-26.99536545490264,7513.995365454903
1991-09-26,7450.0,-75.85417496074842,7525.854174960748
1991-09-27,7493.0,-44.859524661676005,7537.859524661676
1991-09-30,7510.0,-39.92324974351868,7549.923249743519
1991-10-01,7481.0,-80.92914818919508,7561.929148189195
1991-10-02,7520.0,-53.73606595053843,7573.736065950538
1991-10-03,7640.0,54.84773173823851,7585.1522682617615
1991-10-04,7672.0,76.04756468414143,7595.952435315859
1991-10-07,7717.0,111.05447286184244,7605.945527138158
1991-10-08,7667.0,52.01196651808186,7614.988033481918
1991-10-09,7689.0,65.99414685405918,7623.005853145941
1991-10-10,7660.0,30.04260759189947,7629.9573924081005
1991-10-11,7698.0,62.157696111951736,7635.842303888048
1991-10-14,7709.0,68.3209831648137,7640.679016835186
1991-10-15,7677.0,32.47519094101608,7644.524809058984
1991-10-16,7666.0,18.5203410166132,7647.479658983387
1991-10-17,7707.0,57.33615797332277,7649.663842026677
1991-10-18,7705.0,53.79079117972651,7651.2092088202735
1991-10-21,7636.0,-16.283445094322815,7652.283445094323
1991-10-22,7602.0,-51.087855823459904,7653.08785582346
1991-10-23,7581.0,-72.81356882913042,7653.81356882913
1991-10-24,7601.0,-53.6197820228972,7654.619782022897
1991-10-25,7596.0,-59.62018483580505,7655.620184835805
1991-10-28,7547.0,-109.8949543351373,7656.894954335137
1991-10-29,7641.0,-17.487004972655086,7658.487004972655
1991-10-30,7618.0,-42.37056685366224,7660.370566853662
1991-10-31,7638.0,-24.50894070535469,7662.508940705355
1991-11-01,7697.0,32.161054349355254,7664.838945650645
1991-11-04,7730.0,62.717917275494074,7667.282082724506
1991-11-05,7682.0,12.220046379121413,7669.779953620879
1991-11-06,7682.0,9.686641267998311,7672.313358732002
1991-11-07,7692.0,17.129264020903065,7674.870735979097
1991-11-08,7667.0,-10.446577434176106,7677.446577434176
1991-11-11,7684.0,3.9539190407358547,7680.046080959264
1991-11-12,7691.0,8.332084694507103,7682.667915305493
1991-11-13,7679.0,-6.313220423391613,7685.313220423392
1991-11-14,7706.0,18.011656183573905,7687.988343816426
1991-11-15,7704.0,13.304312774704158,7690.695687225296
1991-11-18,7714.0,20.55109032418295,7693.448909675817
1991-11-19,7692.0,-4.269985389284557,7696.269985389285
1991-11-20,7695.0,-4.193733018449166,7699.193733018449
1991-11-21,7711.0,8.747697524802788,7702.252302475197
1991-11-22,7721.0,15.524777411716059,7705.475222588284
1991-11-25,7815.0,106.10251050258739,7708.897489497413
1991-11-26,7633.0,-79.5638023281681,7712.563802328168
1991-11-27,7672.0,-44.585174275203826,7716.585174275204
1991-11-29,7695.0,-26.02289115671647,7721.0228911567165
1991-12-02,7683.0,-42.91037305698228,7725.910373056982
1991-12-03,7718.0,-13.264775753306822,7731.264775753307
